kappa,xmin,xmax,period,stable
10.392662142862353,1.073544843354277,1.1731986083064436,0.7539596402573869,true
10.392259848886466,1.068881921016483,1.1781052721493603,0.7539881044915923,true
10.391619442954116,1.062222918044258,1.1851522565650219,0.7540334202396541,true
10.390572065678224,1.052738049890268,1.195271437292879,0.7541075433109138,true
10.388889418107384,1.0398404628778144,1.209188971285607,0.754226651103541,true
10.38613084843152,1.0224055093362152,1.2282963046782898,0.7544219890630302,true
10.381536296212866,0.999041542452178,1.254446029593047,0.7547475285608379,true
10.373817310505988,0.9681443242778722,1.2900233117548692,0.7552949888687779,true
10.361074252022709,0.9286442314736741,1.3372455043315743,0.7562002716925741,true
10.346139004635306,0.891875204038946,1.3830749320462037,0.7572636685605216,true
10.32943338570479,0.8577505981274283,1.4273416434859656,0.7584561685157815,true
10.311288667186268,0.8260429191300148,1.4700624529730195,0.7597550614591868,true
10.291968669964204,0.7964851053629359,1.5113220452384228,0.7611423009667561,true
10.271681499017774,0.7688638148912509,1.5512868121711798,0.7626036865749479,true
10.250591191581057,0.7429899432488241,1.5899924997612818,0.7641280554296109,true
10.228827614541327,0.7186827833461573,1.6275377027552735,0.7657065969829596,true
10.206494315476245,0.695752607132615,1.664014923494013,0.7673323102941633,true
10.183674558183554,0.6740784824934762,1.6995593807538871,0.7689995874117328,true
10.160435901572116,0.6535538303530145,1.7342679485995798,0.7707038976999974,true
10.13683366120768,0.6340739770877596,1.7681519395322591,0.7724415494740193,true
10.11291353114653,0.6155439599509642,1.8012727031221814,0.7742095096576127,true
10.088713579706145,0.5978483601215553,1.833685150453188,0.7760052666520351,true
10.064265778938049,0.5809554119459663,1.8654384501721515,0.7778267253547345,true
10.039597185761801,0.5648027590879243,1.8966631520294226,0.7796721261716991,true
10.014730861494098,0.5493350440758324,1.9273706707111335,0.781539982032404,true
9.989686593600721,0.5345029319985423,1.957549256591584,0.7834290290027428,true
9.964481466820422,0.5202324038106666,1.987230871596297,0.7853381872451943,true
9.939130318682325,0.5065062075724127,2.016444432295784,0.7872665299136375,true
9.913646105601597,0.4932969697621453,2.045216166352327,0.7892132581804763,true
9.888040199270383,0.4805724620273824,2.0735699224616715,0.7911776810399545,true
9.862322628300907,0.4683034440394796,2.1016116415326693,0.7931591988596872,true
