curva,sentido,Z,kappa,omega2,l1
1,1,42.088135502175525,0.31013445850776716,NaN,0.0153993099686901
1,1,42.15883899279049,0.3096081079365544,NaN,0.015476417136936482
1,1,42.22954251949433,0.3090836913018239,NaN,0.015553397643094102
1,1,42.3002460820396,0.30856119785236635,NaN,0.015630251903047135
1,1,42.37094968018101,0.3080406169168067,NaN,0.015706980330537426
1,1,42.44165331367542,0.3075219379028622,NaN,0.015783583337177193
1,1,42.51235698228176,0.30700515029660935,NaN,0.015860061332467576
1,1,42.583060685761076,0.30649024366176314,NaN,0.015936414723808537
1,1,42.65376442387647,0.3059772076389537,NaN,0.016012643916519187
1,1,42.72446819639307,0.3054660319450218,NaN,0.016088749313850043
1,1,42.795172003078044,0.3049567063723174,NaN,0.01616473131699589
1,1,42.86587584370056,0.3044492207880052,NaN,0.016240590325113505
1,1,42.936579718031744,0.3039435651333787,NaN,0.01631632673533484
1,1,43.0072836258447,0.30343972942318415,NaN,0.01639194094277871
1,1,43.077987566914466,0.3029377037449482,NaN,0.01646743334056823
1,1,43.14869154101799,0.30243747825831624,NaN,0.01654280431984148
1,1,43.21939554793413,0.30193904319439263,NaN,0.016618054269770907
1,1,43.2900995874436,0.30144238885509683,NaN,0.016693183577570228
1,1,43.360803659329,0.30094750561251776,NaN,0.016768192628512132
1,1,43.43150776337475,0.3004543839082812,NaN,0.016843081805939297
1,1,43.50221189936711,0.29996301425291977,NaN,0.016917851491281694
1,1,43.57291606709412,0.2994733872252547,NaN,0.016992502064062803
1,1,43.643620266345614,0.29898549347177883,NaN,0.017067033901921047
1,1,43.71432449691319,0.298499323706049,NaN,0.01714144738061736
1,1,43.7850287585902,0.2980148687080864,NaN,0.01721574287404823
1,1,43.85573305117172,0.29753211932378126,NaN,0.017289920754261834
1,1,43.92643737445453,0.29705106646430296,NaN,0.017363981391464764
1,1,43.997141728237125,0.2965717011055193,NaN,0.017437925154042355
1,1,44.067846112319664,0.2960940142874218,NaN,0.017511752408562342
1,1,44.13855052650397,0.29561799711355286,NaN,0.017585463519796854
1,1,44.209254970593506,0.2951436407504446,NaN,0.01765905885072576
1,1,44.27995944439337,0.29467093642706116,NaN,0.01773253876255268
1,1,44.35066394771027,0.2941998754342449,NaN,0.01780590361471751
1,1,44.42136848035249,0.2937304491241739,NaN,0.01787915376490891
1,1,44.492073042129924,0.29326264890981923,NaN,0.017952289569071245
1,1,44.562777632854015,0.2927964662644096,NaN,0.01802531138142348
1,1,44.63348225233775,0.29233189272090704,NaN,0.0180982195544636
1,1,44.70418690039565,0.29186891987147956,NaN,0.01817101443898554
1,1,44.77489157684375,0.2914075393669852,NaN,0.018243696384088473
1,1,44.8455962814996,0.2909477429164597,NaN,0.018316265737185117
1,1,44.91630101418223,0.2904895222866093,NaN,0.01838872284402157
1,1,44.98700577471214,0.2900328693013093,NaN,0.018461068048676768
1,1,45.057710562911275,0.28957777584110767,NaN,0.01853330169358293
1,1,45.12841537860305,0.28912423384273406,NaN,0.018605424119531852
1,1,45.199120221612304,0.28867223529861447,NaN,0.018677435665686554
1,1,45.26982509176527,0.28822177225638723,NaN,0.01874933666959322
1,1,45.34052998888961,0.28777283681843147,NaN,0.018821127467189697
1,1,45.41123491281434,0.28732542114139165,NaN,0.018892808392817886
1,1,45.481939863369895,0.28687951743571494,NaN,0.018964379779233292
1,1,45.552644840388034,0.28643511796518756,NaN,0.019035841957614832
1,1,45.62334984370188,0.2859922150464777,NaN,0.019107195257577994
1,1,45.69405487314588,0.2855508010486861,NaN,0.019178440007180927
1,1,45.76475992855582,0.2851108683928958,NaN,0.019249576532936727
1,1,45.835465009768775,0.2846724095517312,NaN,0.019320605159823284
1,1,45.90617011662313,0.2842354170489199,NaN,0.019391526211294058
1,1,45.97687524895854,0.28379988345885565,NaN,0.019462340009286594
1,1,46.04758040661596,0.2833658014061749,NaN,0.01953304687423245
1,1,46.11828558943756,0.2829331635653264,NaN,0.01960364712506603
1,1,46.1889907972668,0.2825019626601528,NaN,0.019674141079239135
1,1,46.259696029948344,0.2820721914634754,NaN,0.01974452905272188
1,1,46.330401287328094,0.28164384279667815,NaN,0.019814811360019807
1,1,46.401106569253166,0.281216909529303,NaN,0.01988498831418145
1,1,46.471811875571866,0.28079138457864655,NaN,0.019955060226803573
1,1,46.542517206133695,0.2803672609093557,NaN,0.020025027408046125
1,1,46.613222560789325,0.27994453153303667,NaN,0.020094890166636417
1,1,46.68392793939061,0.2795231895078597,NaN,0.020164648809883112
1,1,46.75463334179053,0.2791032279381739,NaN,0.020234303643679494
1,1,46.82533876784324,0.27868463997412096,NaN,0.020303854972518423
1,1,46.89604421740402,0.2782674188112556,NaN,0.02037330309949735
1,1,46.96674969032926,0.2778515576901687,NaN,0.020442648326327043
1,1,47.037455186476464,0.2774370498961162,NaN,0.020511890953342715
1,1,47.10816070570426,0.2770238887586482,NaN,0.020581031279510095
1,1,47.178866247872335,0.27661206765124413,NaN,0.020650069602435275
1,1,47.24957181284148,0.27620157999095185,NaN,0.02071900621837504
1,1,47.32027740047355,0.27579241923802866,NaN,0.02078784142224037
1,1,47.390983010631466,0.27538457889558615,NaN,0.020856575507610248
1,1,47.46168864317919,0.27497805250924073,NaN,0.020925208766735884
1,1,47.53239429798173,0.274572833666764,NaN,0.020993741490551915
1,1,47.603099974905135,0.2741689159977407,NaN,0.02106217396868261
1,1,47.67380567381646,0.2737662931732243,NaN,0.021130506489450224
1,1,47.74451139458378,0.27336495890540397,NaN,0.02119873933988485
1,1,47.81521713707618,0.272964906947267,NaN,0.02126687280572931
1,1,47.88592290116373,0.2725661310922685,NaN,0.021334907171450215
1,1,47.95662868671749,0.2721686251740039,NaN,0.021402842720243953
1,1,48.02733449360949,0.2717723830658852,NaN,0.02147067973404411
1,1,48.09804032171273,0.27137739868081756,NaN,0.021538418493530942
1,1,48.16874617090117,0.2709836659708817,NaN,0.021606059278137746
