step,kappa,period,x0,y0,z0,xmin,xmax,ymin,ymax,zmin,zmax,residual,logmu1_re,logmu1_im,logmu2_re,logmu2_im,logmu3_re,logmu3_im
0,0.4092943583924221,2.45512317253437,0.949475320569533,0.8281036229293857,0.9946521761948093,0.8840298279271416,1.1285777756145972,0.8278772185413658,1.1980678180249176,0.975642944759332,1.0238411661605915,9.084139690473947e-14,1.4365397760126643e-11,0.0,-0.009126185043967951,0.0,-5.910106357588996,0.0
1,0.4098220552017464,2.455030326450683,0.9428311029623831,0.8085760042889938,0.9940041338315098,0.8704621142425248,1.1454652633734297,0.8082622318036409,1.2245056013712141,0.9725749799547155,1.0267743723386673,9.783840404509192e-16,-1.2989609388114417e-14,0.0,-0.011524491505848581,0.0,-5.909861128127916,0.0
2,0.41063045364929274,2.454887327864414,0.933766537444085,0.7828998300038467,0.9931337087851106,0.8524667763990174,1.1685412422548624,0.7824399535770536,1.2607624650016704,0.968426081702693,1.0307179730384426,1.4927295510780425e-15,-2.0194956817933637e-13,0.0,-0.015191011067126989,0.0,-5.909486789398338,0.0
3,0.4118962285581282,2.4546615781343175,0.9213632642588446,0.7494491006030991,0.9919633391959056,0.8287317765967595,1.2002190273689293,0.7487380767237586,1.3107595292698528,0.9628081494215016,1.0360171263935896,8.86096751528953e-15,-1.9659829320081594e-12,0.0,-0.020913686124899203,0.0,-5.9089039434901665,0.0
4,0.4139218352583097,2.4542956761672996,0.9043317901963193,0.7064252180911696,0.9903858313174386,0.7976589591162355,1.2439710688499739,0.7052724700701967,1.3801933278448637,0.955186770866059,1.043135206205021,9.072256834663506e-14,-2.233535578735587e-11,0.0,-0.03002527999014341,0.0,-5.907979706491598,0.0
5,0.4172313170036677,2.453685782167842,0.8808698281940103,0.6520809181943523,0.9882464084879482,0.7573872507476246,1.3048747954225888,0.6501439666815567,1.477463326119066,0.944821022713723,1.0526963056465541,1.0065854399998742e-12,-2.407478661160563e-10,0.0,-0.04478972632957223,0.0,-5.906492714182456,0.0
6,0.4227418048945467,2.452637934526576,0.8484818102618407,0.5851764833390021,0.985308193911965,0.7058935630720838,1.390492913181878,0.5818575241013244,1.615136980972223,0.9306740345881406,1.0655516562377945,1.1335831578973554e-11,-2.60433652760583e-9,0.0,-0.06903893864252719,0.0,-5.904082681154251,0.0
7,0.43039039217545766,2.4511192711756298,0.8111989017923451,0.5179932326358495,0.9818734143275087,0.6514852694040525,1.4917915531130104,0.5127366647358876,1.778973150966927,0.9144900387621562,1.080039798345382,4.2358370283546165e-11,-9.243958530284596e-9,0.0,-0.10201119237654598,0.0,-5.900881103126011,0.0
8,0.4395542135601961,2.449206742996445,0.773397702229409,0.4588457675642922,0.978255174050426,0.600679548396939,1.5980477091011454,0.4513592866676396,1.951435428377962,0.8980612267412224,1.0945805753945832,5.501774036353879e-11,-1.1294892418527979e-8,0.0,-0.1404806309097372,0.0,-5.897278021784931,0.0
9,0.45022730219587487,2.4468598173390883,0.7353618995691603,0.4069822967369019,0.9744038231705849,0.5532243979978512,1.7090908640584315,0.3970985703842154,2.1318580431750314,0.8813985763441488,1.1092332777130474,5.556329701894569e-11,-1.06979790043729e-8,0.0,-0.18389028568445567,0.0,-5.893419893980956,0.0
10,0.4624132771047594,2.4440349747045302,0.6973247006675062,0.36163128716296533,0.9702737284114203,0.5088634735197091,1.8247415415303332,0.34930055524860154,2.319584047594771,0.8645090731015711,1.1240653952136257,5.5186244463101275e-11,-9.973588338317203e-9,0.0,-0.2316592370966584,0.0,-5.889482829008295,0.0
11,0.47612462448520054,2.4406871144454043,0.659485608461232,0.32205601702181363,0.9658240643785859,0.46736167012026886,1.9448013649060425,0.30732868134531427,2.5139090399688246,0.8473999933027776,1.1391458533804835,5.385086127018823e-11,-9.174369972504843e-9,0.0,-0.28318472461957883,0.0,-5.885674278416742,0.0
12,0.4913837533604115,2.436770318755484,0.6220167438572042,0.28757335141439977,0.9610183142060563,0.42851011368957626,2.0690287602956676,0.27057715341065075,2.7141026735220843,0.8300787905700981,1.1545445292282313,5.464192293080927e-11,-8.335680958029968e-9,0.0,-0.3378510580282782,0.0,-5.882232900947605,0.0
13,0.5082235474081318,2.432238475064976,0.5850698484246958,0.2575632506919798,0.9558237200219961,0.3921279131418394,2.197152659035413,0.2384795113319779,2.919384619141281,0.8125537679688196,1.1703308240871384,5.7412422038716215e-11,-7.483659941989723e-9,0.0,-0.39503580152010787,0.0,-5.87942750555433,0.0
14,0.5266874392996725,2.427045831599073,0.5487830144529977,0.23147163862409284,0.9502107825249062,0.35806106743319066,2.3288629543872865,0.2105152230299061,3.128949253571899,0.7948332706426996,1.1865734383012756,5.918606577060004e-11,-6.6365064775145716e-9,0.0,-0.45411394108927905,0.0,-5.877554973838214,0.0
15,0.5468290192495986,2.4211475662763067,0.5132864644263927,0.20880889824170923,0.9441528880987771,0.32618241087207994,2.4638015721793596,0.1862086882775199,3.3419293158759924,0.7769276138663004,1.2033383448574113,5.994540280829241e-11,-5.8057810949700145e-9,0.0,-0.5144608153106063,0.0,-5.8769370324194306,0.0
16,0.568711150290782,2.4145004492068556,0.4787069619940429,0.18914577404452332,0.9376261268967463,0.2963887882712674,2.6015648337855786,0.16513054867540472,3.5574060248352977,0.7588479060216525,1.2206890245965523,5.961588861458367e-11,-4.998116488741952e-9,0.0,-0.5754545437350406,0.0,-5.877915696613136,0.0
17,0.5924045175161762,2.407063675447276,0.4451706291974138,0.17210795626051054,0.9306093546305869,0.26859740217207595,2.741679602360343,0.14689591584466577,3.7743922348754397,0.7406089061605546,1.2386842606193764,5.803180158636678e-11,-4.217591840228784e-9,0.0,-0.6364786191897551,0.0,-5.880847150699665,0.0
18,0.6179854960321475,2.398799938198086,0.41280408053782747,0.15737019259606608,0.9230845430591048,0.24274200981743901,2.883621483269678,0.13116081292390291,3.991813173337029,0.7222284366065482,1.2573763311885033,5.5035503931932794e-11,-3.4680155474215304e-9,0.0,-0.6969252690760194,0.0,-5.886093785313789,0.0
19,0.6455331928601555,2.3896768012124663,0.3817338839285964,0.1446504427020764,0.9150374554931486,0.21876927629136883,3.0267700482220126,0.11761991890636145,4.208512851237562,0.7037298647598604,1.2768097288967948,5.0474804891287306e-11,-2.7558526609853913e-9,0.0,-0.7562001383883472,0.0,-5.894014106445317,0.0
20,0.6751255157271686,2.379668407803609,0.352084442671073,0.13370435643521592,0.9064586681507593,0.19663384514659696,3.170436083846728,0.10600299262462064,4.423195612089421,0.6851426569988365,1.2970174368093539,4.4365844331650806e-11,-2.0922162912955144e-9,0.0,-0.8137287833327232,0.0,-5.9049503018002145,0.0
21,0.7068341663066855,2.368757525092036,0.32397447840031646,0.12432020266630202,0.8973449287009176,0.17629399340147764,3.313855211385122,0.0960714505995009,4.634560136433652,0.6665031340234588,1.318019166023696,3.676650650596969e-11,-1.4945601434290508e-9,0.0,-0.8689653504204184,0.0,-5.919213446904212,0.0
22,0.7407185705287658,2.356937858051165,0.2975123938989405,0.11631428275746994,0.8877007928446276,0.15770729574293346,3.4561418984447716,0.08761579159287007,4.8410842726823,0.6478577210367963,1.3398168128990284,2.8143903874067178e-11,-9.861071963856254e-10,0.0,-0.9214036015243564,0.0,-5.937066702207391,0.0
23,0.7768189637111023,2.344216474091077,0.2727909111851837,0.10952681627241878,0.8775404048351967,0.140826390621214,3.5963711737444823,0.08045183980395064,5.041232987579759,0.6292614652283488,1.3623907028726965,1.9162504916181433e-11,-5.930987924767333e-10,0.0,-0.9705900830555441,0.0,-5.9587074148605215,0.0
24,0.8151491431471033,2.3306160614900193,0.249881508912099,0.10381827348433509,0.8668891939418507,0.12559647419222758,3.7335528893993124,0.07441848181240147,5.233399067213311,0.6107803104964097,1.3856973703787416,1.4264991965440288e-11,-3.386743108753714e-10,0.0,-1.0161387085977311,0.0,-5.984249751172295,0.0
25,0.8556897423823658,2.3161766287281633,0.2288293038959309,0.09906613885479874,0.8557851666913995,0.11195108063519899,3.866664520777432,0.06937425704499482,5.4160844085821225,0.5924877821096602,1.4096672532672394,1.1586662185258945e-11,-2.345421634961368e-10,0.0,-1.0577453767322955,0.0,-6.013710196466834,0.0
