step,kappa,period,x0,y0,z0,xmin,xmax,ymin,ymax,zmin,zmax,residual,logmu1_re,logmu1_im,logmu2_re,logmu2_im,logmu3_re,logmu3_im
52,2.3049992917046995,1.8681994237164457,0.08550013386080615,0.11363057902355375,0.5905917465494582,0.024616918390893243,4.935262155817083,0.07409393870314186,6.006542997508124,0.3232190029405397,1.9273921810567332,1.662558979376172e-14,6.3870650786365615e-9,0.0,-1.1529072444959987,0.0,-7.302725820322257,0.0
53,2.3604887203812903,1.8540740567381142,0.08647401531198716,0.11607714365131369,0.5853012793172044,0.02473678142809186,4.9138529508131485,0.07621491364843883,5.941525889283187,0.32068916867105246,1.936093465624774,1.0075273948473296e-14,5.423100176432557e-9,0.0,-1.1410880379136388,0.0,-7.347549393403426,0.0
54,2.4159189748196224,1.8401520387529866,0.08761262269062989,0.1185863399305882,0.5803168141678969,0.02492307070842724,4.890678026078328,0.07841154223042032,5.8750382580950085,0.31848330756043564,1.944095825921291,8.770761894538737e-15,4.568488021883809e-9,0.0,-1.128934735286124,0.0,-7.391934140896351,0.0
55,2.4712932070281823,1.826427799768957,0.08891084607809309,0.12115712844201686,0.5756298833775324,0.025173474214984892,4.865913667242524,0.08068299195303674,5.807279148593879,0.3165851260393311,1.9514155053709916,7.771561172376096e-15,3.8192606781958356e-9,0.0,-1.1164699075312556,0.0,-7.4358930239743275,0.0
56,2.5266146815949515,1.8128959276698833,0.09036460602153608,0.12378872319489256,0.5712322379331325,0.02548626495154795,4.839633002720848,0.08302955085289948,5.738382325645059,0.31498138849801577,1.9580680189798083,8.104628079763643e-15,3.1692179941218537e-9,0.0,-1.1037141430345667,0.0,-7.4794381271647215,0.0
57,2.5818866897664834,1.7995511883378246,0.09197072151815924,0.12648056524082157,0.5671158723963979,0.025860232068397423,4.812026210579228,0.08545068078345515,5.668692722929237,0.31365947604053174,1.9640681669185323,8.493206138382448e-15,2.610751167398214e-9,0.0,-1.090686342899728,0.0,-7.522580610506662,0.0
58,2.6371124848110914,1.7863885379910838,0.09372679823042589,0.12923230101355526,0.5632730427036301,0.026294624102905225,4.783118731852616,0.08794700280681206,5.5982254827556925,0.31260686686036815,1.9694314782097828,7.840950111415168e-15,2.1353663259243192e-9,0.0,-1.0774039634533465,0.0,-7.56533069733226,0.0
59,2.6922952340761785,1.7734031296633546,0.0956311336519658,0.13204376461776884,0.5596962785094817,0.026789102283728813,4.7530711613835175,0.09051878535959049,5.527138720312038,0.31181277307044253,1.9741759636062923,7.469719287556131e-15,1.7342975929206667e-9,0.0,-1.0638832155000033,0.0,-7.607697687902131,0.0
60,2.747437984103399,1.760590315313036,0.09768263649755465,0.13491496343255088,0.5563783913341886,0.027343702226165077,4.721934507087662,0.09316626252781349,5.45569035572718,0.3112674643238495,1.9783098104069186,9.13852327144582e-15,1.3987957449210912e-9,0.0,-1.0501392281681872,0.0,-7.649689991373636,0.0
61,2.8025436359229987,1.7479456447119468,0.09988075805288797,0.13784606651209064,0.5533124795015081,0.027958802655077854,4.689780548205648,0.09589025648475973,5.3838837244361395,0.3109615835095323,1.9818543575652736,8.923417560424696e-15,1.1204419608053213e-9,0.0,-1.036186183805703,0.0,-7.6913151703236915,0.0
62,2.8576149282494874,1.735464861998329,0.10222543360430722,0.14083739536145135,0.5504919306416151,0.02863510004349836,4.656736224164204,0.09869156872406257,5.311834502874245,0.3108865306368727,1.9848159236293728,1.0243542125643046e-14,8.913390022093855e-10,0.0,-1.0220374292362457,0.0,-7.7325799934136485,0.0
63,2.912654426776739,1.7231439005736497,0.10471703238747664,0.14388941674339942,0.5479104223668486,0.02937358826016231,4.622807064903961,0.10157108745734945,5.239676306701969,0.3110344112941437,1.9872134508011665,1.049160758270773e-14,7.042404434905356e-10,0.0,-1.0077055677390685,0.0,-7.773490492838168,0.0
64,2.9676645181474437,1.710978876863311,0.10735631475807166,0.14700273723637433,0.5455619215982869,0.03017539736327015,4.588080057329757,0.10452983667080644,5.1675221326455905,0.31139798953179143,1.9890571093921547,9.672818102046676e-15,5.526272771199785e-10,0.0,-0.9932025353304512,0.0,-7.814052024052819,0.0
65,3.0226474074700946,1.6989660833376696,0.11014439550621881,0.1501780993165196,0.5434406829198039,0.03104217046770424,4.5526301324676615,0.10756897199688085,5.0953977846654315,0.31197064492183635,1.990358325598061,1.029037965949442e-14,4.306923705637678e-10,0.0,-0.9785396642790304,0.0,-7.854269325884818,0.0
66,3.0776051184928552,1.687101981093976,0.11308271241753284,0.15341637878044498,0.5415412462572151,0.03197571981776949,4.51646870921015,0.11068977803012152,5.023379194343929,0.31274633353411924,1.9911297549827482,1.1046719095020308e-14,3.3333447108092564e-10,0.0,-0.9637277362559302,0.0,-7.894146579662465,0.0
67,3.1325394957305526,1.6753831922255846,0.1161729993338413,0.15671858336186043,0.5398584341186036,0.03297785965892198,4.479663140420656,0.11389366420016855,4.951533986913204,0.3137195525704003,1.9913839129866557,1.0699774399824946e-14,2.562094980289996e-10,0.0,-0.9487770270822916,0.0,-7.933687466367292,0.0
68,3.1874522079890926,1.663806492147436,0.11941726309145018,0.16008585242581466,0.5383873485840408,0.03405109835625756,4.442274857411309,0.11718185549106933,4.8799361187819645,0.314885308404696,1.9911326460323675,1.2045919817182948e-14,1.9554780015560292e-10,0.0,-0.9336973446768793,0.0,-7.972895221126873,0.0
69,3.2423447528487244,1.65236880200244,0.1228177638187718,0.1635194576502449,0.5371233681959039,0.035197726941704775,4.404307026101642,0.12055626299103225,4.808649811155116,0.3162390877903278,1.9903852380450149,1.354472090042691e-14,1.4817658210443316e-10,0.0,-0.9184980615105892,0.0,-8.011772684572367,0.0
70,3.297218461760313,1.6410671812393025,0.1263769981618769,0.1670208046267496,0.536062144872332,0.03642069982167017,4.365799008007195,0.1240186835793378,4.737689252122955,0.31777683200899115,1.9891521757923545,1.2212453270876722e-14,1.1145839806037694e-10,0.0,-0.9031881426307903,0.0,-8.050322350806201,0.0
71,3.352074505482051,1.6298988204261018,0.1300976850792868,0.17059143533183435,0.5351996009445273,0.03772274238396513,4.326826863400829,0.1275709932682975,4.667096262176667,0.31949491375369354,1.9874436851731105,1.2656542480726785e-14,8.323874922320185e-11,0.0,-0.8877761701193078,0.0,-8.08854641180214,0.0
72,3.4069138996418435,1.6188610343438379,0.1339827539085346,0.17423303143694138,0.5345319264020485,0.03910731524440336,4.2873750769850885,0.13121477236438994,4.596907405714398,0.32139011655475785,1.9852711283210018,1.27675647831893e-14,6.167999444338283e-11,0.0,-0.8722703646826824,0.0,-8.126446798214582,0.0
73,3.4617375102561057,1.607951255388983,0.13803533445875746,0.17794741844090975,0.5340555764179176,0.040577791988474776,4.247472196882671,0.1349526897459277,4.5271544483786155,0.32345960909930327,1.9826422229175449,1.2656542480726785e-14,4.5347947618205995e-11,0.0,-0.8566786049402078,0.0,-8.164025216620846,0.0
74,3.516546059071287,1.5971670273025071,0.14225874892766088,0.18173657062263385,0.5337672692165684,0.04213783502492583,4.207160137451769,0.138786783272238,4.457864772978478,0.3257009324683053,1.979565492233508,1.1823875212257917e-14,3.307487617066599e-11,0.0,-0.8410084448636262,0.0,-8.201283183276567,0.0
75,3.5713401286221242,1.5865059992342712,0.14665650547893386,0.18560261682496088,0.533663984341618,0.04379155425286985,4.16646602617573,0.14271938821706678,4.389061757923729,0.3281117612789801,1.9760490087216338,1.2545520178264269e-14,2.3912427593300568e-11,0.0,-0.8252671297337235,0.0,-8.238222054518218,0.0
76,3.6261201669218988,1.5759659201453684,0.15123229334881932,0.1895478470936591,0.5337429613767598,0.045543192838616846,4.1253881759454405,0.14675338089624698,4.320765121652212,0.3306900306265598,1.972101935648415,1.2434497875801753e-14,1.714850483821313e-11,0.0,-0.8094616109050847,0.0,-8.274843053954564,0.0
77,3.680886491716012,1.5655446335464271,0.155989979379076,0.19357472020796457,0.534001699171415,0.04739724470988678,4.083945019373022,0.15089104664397926,4.25299123614103,0.3334348383773274,1.9677345831323096,1.3711254354120683e-14,1.2167378216002918e-11,0.0,-0.7935985596108649,0.0,-8.311147296627327,0.0
