run,index,kappa,closure,neutral_error,transverse_modulus,BK_IVP_mu_difference
lower-n80,95,4.662079963792949,1.1896039708858552e-13,5.340172748447003e-13,0.6034938446990277,7.486233855047431e-13
lower-n80,96,4.716477111911079,1.0635936575909e-13,2.318145675417327e-13,0.6132126286712667,5.926370505449086e-13
lower-n80,97,4.770840092308746,9.386935673205699e-14,1.567634910770721e-13,0.6230665413743037,5.302425165609748e-13
lower-n80,98,4.825166112424575,7.849276784099857e-14,6.661338147750939e-14,0.633054970460285,4.4297898682543746e-13
lower-n80,99,4.879452098377743,6.689093723366568e-14,7.849276784099857e-14,0.6431772067425984,3.6359804056473877e-13
lower-n80,100,4.9336946620151325,5.4567461660326444e-14,1.4599432773820809e-13,0.6534324331255905,3.015365734881925e-13
lower-n80,101,4.987890062141175,4.424238753131249e-14,2.460254222569347e-13,0.6638197119788725,2.2326585025211898e-13
lower-n80,102,5.0420341587713855,3.3584246494910985e-14,2.398081733190338e-13,0.6743379706323314,2.0028423364237824e-13
lower-n80,103,5.096122358963892,2.731148640577885e-14,1.9917401061775308e-13,0.684985984589356,2.204902926905561e-13
lower-n80,104,5.150149552413714,3.0309088572266774e-14,3.3650859876388495e-13,0.6957623579519471,1.9106938253798944e-13
lower-n80,105,5.2041100345148195,3.497202527569243e-14,3.33510996597397e-13,0.7066655004194682,2.2171153801764376e-13
lower-n80,106,5.257997413966426,4.068967385251199e-14,3.930189507173054e-13,0.7176936000488923,2.4347190930029683e-13
lower-n80,107,5.311804501169153,5.084821452783217e-14,4.548583731889266e-13,0.7288445907338408,3.5282887722587475e-13
lower-n80,108,5.365523172547635,6.322720125240266e-14,5.740963260336684e-13,0.7401161130550428,5.448974604860268e-13
lower-n80,109,5.419144204440369,8.315570454442422e-14,7.215339437038892e-13,0.7515054667413735,8.207878821053782e-13
lower-n80,110,5.472657068157582,1.2462253451417382e-13,9.512390874988341e-13,0.7630095524203386,1.1393108678703356e-12
lower-n80,111,5.526049674992597,1.8457457784393227e-13,1.3420375921668892e-12,0.7746247995622726,1.5375478668033793e-12
lower-n80,112,5.579308056036435,2.6795232699328153e-13,1.889932654819404e-12,0.7863470764426718,2.070787985530842e-12
lower-n80,113,5.632415956067322,3.9152014963406145e-13,2.6881830095248915e-12,0.7981715764182767,2.8018698472465076e-12
lower-n80,114,5.68535431276198,5.714317907745681e-13,3.8303804572592526e-12,0.8100926726149283,3.889111255261923e-12
lower-n80,115,5.738100580742798,8.381073612895307e-13,5.566547223168072e-12,0.822103729918137,5.3650417441986065e-12
lower-n80,116,5.790627842517353,1.2386758285742872e-12,8.174128041105178e-12,0.8341968583898575,7.544187496932864e-12
lower-n80,117,5.842903621889992,1.856736986383112e-12,1.2193135390248244e-11,0.8463625850152621,1.0793699267708234e-11
lower-n80,118,5.894888274424117,2.8193003487331225e-12,1.8482437802447294e-11,0.8585894095162843,1.5799694885743065e-11
lower-n80,119,5.946532764579021,4.368061468085216e-12,2.86456414144709e-11,0.8708631923029158,2.371547402901797e-11
lower-n80,120,5.997775533648132,6.916800465717188e-12,4.5533132819741695e-11,0.8831662939776531,3.663092051908734e-11
lower-n80,121,6.0485379865550115,1.1267653476920714e-11,7.471567808892132e-11,0.895476338051157,5.852984763521363e-11
lower-n80,122,6.098717822867115,1.8983370431158164e-11,1.272858485279471e-10,0.9077643865377004,9.730627414938908e-11
lower-n80,123,6.1481789000622005,3.328159969839817e-11,2.2682156153308597e-10,0.9199921727738345,1.6936130275979622e-10
lower-n80,124,6.196735330307929,6.118749951156133e-11,4.264760766758968e-10,0.9321077693322724,3.112855528897285e-10
lower-n80,125,6.244125636147882,1.1896805762745544e-10,8.549994046092024e-10,0.9440385631986977,6.16894646476851e-10
lower-n80,126,6.2899691100935815,2.468013571288452e-10,1.8503434340289004e-09,0.9556794201044583,1.3224422668045577e-09
lower-n80,127,6.333689161918,5.505981226505696e-10,4.383980956035316e-09,0.9668719439197737,3.0730071820528337e-09
lower-n80,128,6.3743740036514565,4.773959005888173e-15,5.218048215738236e-14,0.9773668701016454,6.494804694057166e-14
lower-n80,129,6.41052102710267,3.9968028886505635e-15,6.972200594645983e-14,0.9867552856807701,6.45039577307216e-14
lower-n80,130,6.4396034238622315,5.662137425588298e-15,2.453592884421596e-14,0.9943524447336204,1.042499420123022e-13
lower-n80,131,6.450206338641437,2.0795443145260606e-10,4.101367800934952e-09,0.9971318904870128,1.286765916042043e-09
lower-n80,132,6.461125942685714,1.605733324083758e-10,8.282120544933491e-10,0.9999997366144717,2.3979140895136197e-09
upper-n80,0,6.459127413785393,1.3857803793371204e-12,9.526357480638126e-11,0.9994744491822353,2.107380936422487e-11
upper-n80,1,6.457230227291972,3.552713678800501e-15,1.48991929904696e-13,0.9989759669440533,8.1601392309949e-14
upper-n80,2,6.453728805068062,6.5503158452884236e-15,2.9454216843305403e-13,0.9980564079228733,8.215650382226158e-14
upper-n80,3,6.447410548310865,1.2922996006636822e-13,4.224731675606108e-12,0.9963985011321058,2.262634524186069e-13
upper-n80,4,6.436311875451504,1.9344525981068728e-12,4.6012860188682225e-11,0.9934906483805364,4.718447854656915e-12
upper-n80,5,6.417477135551352,2.495603723673412e-11,4.423041932710703e-10,0.9885688858593664,9.496647912499157e-11
upper-n80,6,6.386817977198351,2.6104207684340963e-10,3.526092529071434e-09,0.9805921345946019,1.2216158085109896e-09
upper-n80,7,6.347333539359485,7.191973683262631e-10,7.860026740580395e-09,0.9703830825763842,3.5099252393422375e-09
upper-n80,8,6.304426803064105,5.690801163638071e-10,5.3335559302425395e-09,0.9593708514065783,2.618170902302097e-09
upper-n80,9,6.259181063719063,3.185371966196726e-10,2.654356401343705e-09,0.9478507567389934,1.309948260974636e-09
upper-n80,10,6.2122460796524575,1.7592549639289246e-10,1.3340017979146523e-09,0.9360011645740369,6.356959403319706e-10
upper-n80,11,6.164046966434518,9.959411073623414e-11,6.982526778998022e-10,0.9239393750910198,3.15461656796856e-10
upper-n80,12,6.114873458061798,5.843525663351556e-11,3.832764106093123e-10,0.9117457676427048,1.6268697500265716e-10
upper-n80,13,6.064930082360294,3.557398819964419e-11,2.2027335511154433e-10,0.8994774098306975,8.745459911807529e-11
upper-n80,14,6.014365672617048,2.2422286249934587e-11,1.3200740500707298e-10,0.8871760803637753,4.893341287726116e-11
upper-n80,15,5.963291415225767,1.4567902439921454e-11,8.204037449388579e-11,0.8748731859682283,2.841038515555283e-11
upper-n80,16,5.911792284322865,9.724665517296671e-12,5.263256497300972e-11,0.862592883159931,1.7073231717290582e-11
upper-n80,17,5.859934520952759,6.63313848292546e-12,3.465383535683486e-11,0.85035412434729,1.0599521260701295e-11
upper-n80,18,5.807770666421874,4.6118664442929e-12,2.3340218646694666e-11,0.8381720376675836,6.7761352084971804e-12
upper-n80,19,5.755343036987376,3.2529534621517087e-12,1.5991985513608142e-11,0.8260588815202642,4.470424030955655e-12
upper-n80,20,5.702686177758678,2.3219204337010524e-12,1.113953373987897e-11,0.814024720117484,3.028244321967577e-12
upper-n80,21,5.649828631390994,1.6748824549495112e-12,7.841283178322556e-12,0.8020779114754751,2.1059820554114594e-12
upper-n80,22,5.596794236469882,1.2077006061872453e-12,5.5777604757167865e-12,0.7902254664784375,1.4999113062685865e-12
upper-n80,23,5.543603096511864,8.699707620962727e-13,3.931743819407529e-12,0.778473317520233,1.1297629498585593e-12
upper-n80,24,5.490272314018179,6.246114736541131e-13,2.8328450696335494e-12,0.7668265225643713,8.606448886894214e-13
upper-n80,25,5.436816554127745,4.5430326167661406e-13,2.098543561146471e-12,0.75528942230884,6.618039449790558e-13
upper-n80,26,5.383248482788882,3.275157922644212e-13,1.564415263999308e-12,0.7438657627830305,4.936051567483446e-13
upper-n80,27,5.329579111231651,2.3936408410918375e-13,1.1411982470121984e-12,0.7325587921104949,4.339861803259737e-13
upper-n80,28,5.275818069571397,1.8207657603852567e-13,8.184564137536654e-13,0.7213713377210625,3.480549182199866e-13
upper-n80,29,5.221973826174512,1.3944401189291966e-13,5.621059173677168e-13,0.7103058685950547,3.850253449400043e-13
upper-n80,30,5.168053865058533,1.056932319443149e-13,4.898303984646191e-13,0.6993645459283037,3.2662761384472105e-13
upper-n80,31,5.114064830490669,7.72715225139109e-14,3.4705571749782393e-13,0.6885492647486499,3.658184866139891e-13
upper-n80,32,5.060012645703926,5.362377208939506e-14,2.2470914018413168e-13,0.6778616884015821,3.814726312612038e-13
upper-n80,33,5.005902611008694,7.049916206369744e-14,8.704148513061227e-14,0.6673032773653924,4.709566070459914e-13
upper-n80,34,4.951739485364151,9.237055564881302e-14,2.930988785010413e-14,0.6568753135258264,5.454525719983394e-13
upper-n80,35,4.897527554567185,1.3455903058456897e-13,1.7386092565629951e-13,0.6465789207860086,6.541434061091422e-13
upper-n80,36,4.843270688532299,1.857403120197887e-13,4.489741911584133e-13,0.6364150827012303,8.169021015191902e-13
upper-n80,37,4.788972389614923,2.4702462297909733e-13,9.043876758596525e-13,0.626384657681458,1.0342837697407958e-12
upper-n80,38,4.734635833530327,2.881028748902281e-13,1.0347278589506459e-12,0.6164883921949362,1.1388667786604856e-12
upper-n80,39,4.680263904110156,3.5149660959632456e-13,1.2936318682932324e-12,0.6067269323187365,1.3683498778505054e-12
upper-n80,40,4.625859222896703,4.319877788816484e-13,1.7290613385512188e-12,0.5971008339171497,1.7912338279302276e-12
upper-n80,41,4.571424174384678,5.022648963404208e-13,2.0234924846818103e-12,0.5876105716732497,2.0954349366775205e-12
upper-n80,42,4.5169609275695155,5.914158052178209e-13,2.5075497234183786e-12,0.5782565471579352,2.581490576858414e-12
upper-n80,43,4.4624714543412,6.800116025829084e-13,2.893685291383008e-12,0.5690390960893966,2.9772850851372823e-12
upper-n80,44,4.407957545166235,7.803757640090225e-13,3.2072122735371522e-12,0.55995849490565,3.2944758032726895e-12
upper-n80,45,4.353420822422641,9.026113190202523e-13,3.721023489333675e-12,0.5510149667542151,3.831379657981415e-12
upper-n80,46,4.298862751689826,1.0481615575486103e-12,4.285016785843254e-12,0.5422086869854971,4.392486374626969e-12
upper-n80,47,4.244284651243766,1.1916023723301805e-12,4.923172980397794e-12,0.5335397882195831,5.0532911188838625e-12
upper-n80,48,4.189687699965755,1.3633538742396922e-12,5.576872297297086e-12,0.5250083650499635,5.729194896275658e-12
upper-n80,49,4.135072943838386,1.5429879596240426e-12,6.323608303659967e-12,0.5166144784337514,6.470490809817875e-12
upper-n80,50,4.0804413011737966,1.7477130853649214e-12,6.999290036446837e-12,0.5083581598147894,7.1486150332589204e-12
upper-n80,51,4.025793566695584,1.970645868709653e-12,7.956524328278647e-12,0.5002394150171556,8.14381895253291e-12
upper-n80,52,3.9711304145762942,2.218891737015838e-12,9.027223413227148e-12,0.49225822794676954,9.222178576351325e-12
upper-n80,53,3.9164524005162225,2.470357252093436e-12,9.89497372927417e-12,0.4844145641305928,1.0088596624768797e-11
upper-n80,54,3.861759962936143,2.7604585284279892e-12,1.1003198352455001e-11,0.47670837412498174,1.1187051285332927e-11
upper-n80,55,3.8070534233458915,3.0729863098599708e-12,1.2347234346066216e-11,0.46913959682478334,1.255040515957262e-11
upper-n80,56,3.752332985942395,3.393840763976641e-12,1.3473444582245975e-11,0.461708162700855,1.3681500377060729e-11
upper-n80,57,3.6975987364844154,3.747335775017291e-12,1.5015544363450317e-11,0.45441399699793705,1.5213497128740983e-11
upper-n80,58,3.642850640487013,4.154454558147336e-12,1.687272543904328e-11,0.44725702292977404,1.708588825977131e-11
upper-n80,59,3.588088540776412,4.482414439621607e-12,1.7639223415244487e-11,0.4402371649064842,1.783129199850464e-11
upper-n80,60,3.533312154445746,4.892308780313215e-12,1.9268586726184367e-11,0.4333543518355132,1.9451329436037668e-11
upper-n80,61,3.478521069254127,5.30298027712206e-12,2.089017847595187e-11,0.4266085205538191,2.1080137635465235e-11
upper-n80,62,3.423714739516002,5.672684544322237e-12,2.188893510890466e-11,0.4199996194383241,2.209321614543569e-11
upper-n80,63,3.3688924815351116,6.104783345506348e-12,2.3576696150939824e-11,0.4135276122684559,2.3744561872263148e-11
upper-n80,64,3.314053468648143,6.7701400041642046e-12,2.524513931234651e-11,0.4071924824225737,2.540490040559007e-11
upper-n80,65,3.2591967259579633,7.58459961502922e-12,2.6892710280890242e-11,0.4009942374981406,2.704614310289344e-11
upper-n80,66,3.204321124856107,8.503420190208999e-12,2.7938318325482214e-11,0.3949329144744326,2.8065771928709182e-11
upper-n80,67,3.149425377459999,9.406697643044026e-12,2.96032087732101e-11,0.3890085855508613,2.970312884542636e-11
upper-n80,68,3.094508031123717,1.0323297772174556e-11,3.161781947369491e-11,0.38322136482778074,3.168487694438227e-11
upper-n80,69,3.0395674632237464,1.1366019236902503e-11,3.274536197750422e-11,0.3775714160220947,3.280453686471674e-11
upper-n80,70,2.984601876475462,1.2382095349039446e-11,3.4473979226845586e-11,0.372058961453702,3.448175078801796e-11
upper-n80,71,2.9296092951049206,1.3433698597964394e-11,3.60087515360874e-11,0.3666842925909084,3.597921960363237e-11
upper-n80,72,2.8745875622877253,1.446931463533474e-11,3.779643265033883e-11,0.36144778249038667,3.771716272638059e-11
upper-n80,73,2.8195343393769163,1.5575096767861396e-11,3.8655967316003625e-11,0.3563499005504545,3.856026609128094e-11
upper-n80,74,2.764447107581093,1.6614265518910543e-11,3.991740271658273e-11,0.3513912300726299,3.975997309169088e-11
upper-n80,75,2.709323172929862,1.7617018954751984e-11,4.1206371648172535e-11,0.3465724892420301,4.098943406916078e-11
upper-n80,76,2.654159675585896,1.857536346960842e-11,4.257527663753535e-11,0.34189455625659276,4.232481032317992e-11
upper-n80,77,2.5989536048435986,1.9546142482340656e-11,4.258482455554713e-11,0.3373584995016948,4.225686467407286e-11
upper-n80,78,2.5437018215089813,2.035172030900867e-11,4.2947867484599556e-11,0.33296561385466517,4.256839325478268e-11
upper-n80,79,2.4884010898033506,2.1034729513758066e-11,4.32809343919871e-11,0.3287174644505392,4.288325250456637e-11
upper-n80,80,2.4330481214989983,2.1594281918169145e-11,4.260458652538546e-11,0.3246159395240498,4.218136950839835e-11
upper-n80,81,2.377639635708582,2.1943336037111294e-11,4.234701478367242e-11,0.32066331431035905,4.191624825011786e-11
upper-n80,82,2.3221724386483573,2.2085444584263314e-11,4.148148491367465e-11,0.3168623284303295,4.109446116729032e-11
upper-n80,83,2.266643528823976,2.1974422281800798e-11,3.9193981393736976e-11,0.31321627972257376,3.891553745916099e-11
upper-n80,84,2.2110502344993526,2.1522339466173435e-11,3.6784797430300387e-11,0.30972913815344516,3.67006425250338e-11
upper-n80,85,2.1553903920650748,2.05755412707731e-11,3.405498105735205e-11,0.3064056842399133,3.433553441567483e-11
upper-n80,86,2.099662576088603,1.9250379068580514e-11,2.9213742536171594e-11,0.30325167738676057,3.0067281997503414e-11
upper-n80,87,2.0438663944677398,1.724309584005823e-11,2.3584245667507275e-11,0.30027406069579965,2.5362156819142e-11
upper-n80,88,1.988002865269549,1.4432899320127035e-11,1.6705303806929805e-11,0.2974812101586103,1.9914625504213745e-11
upper-n80,89,1.9320748955258622,1.0655476501142402e-11,7.335021479093484e-12,0.2948832376749251,1.2746470545721422e-11
upper-n80,90,1.876087886395123,5.487166276907374e-12,4.7266635050391415e-12,0.2924923590249509,9.445444426603444e-12
upper-n80,91,1.8200504934503672,6.535383345607215e-12,1.9903634296269956e-11,0.2903233396389885,1.1997292048704367e-11
upper-n80,92,1.7639755748991066,1.1894318863170383e-11,4.0774827958500737e-11,0.2883940325411376,1.9717005805830468e-11
upper-n80,93,1.7078813633114267,2.3383073255445197e-11,6.836398114273834e-11,0.28672602381206413,3.638411794071317e-11
upper-n80,94,1.6517928962476605,4.0173198101456364e-11,1.0462275490397133e-10,0.285345400683861,5.672096126119186e-11
upper-n80,95,1.5957437353236854,6.248601636116291e-11,1.53221435539308e-10,0.2842836549406999,8.233158599324497e-11
upper-n80,96,1.539777987639886,9.171419179665463e-11,2.1714585685117527e-10,0.2835787282128243,1.1357548235224613e-10
upper-n80,97,1.4839526124515126,1.2927614534419263e-10,3.00542923881153e-10,0.2832761940651099,1.5140799725088527e-10
upper-n80,98,1.42833994247957,1.7603785096298452e-10,4.057580937910643e-10,0.2834305521791895,1.9469736933785953e-10
upper-n80,99,1.3730302664232445,2.319433534125892e-10,5.335045738519284e-10,0.2841065802554499,2.409328292429791e-10
upper-n80,100,1.3181342035755668,2.950262256717906e-10,6.797720164541943e-10,0.28538064862265894,2.843698609922285e-10
upper-n80,101,1.2637844592554752,3.60913965380405e-10,8.338728596513079e-10,0.28734185330881723,3.1578528680853424e-10
upper-n80,102,1.2101364060398097,4.227294070346943e-10,9.751432994420384e-10,0.29009277367744013,3.2130231808480403e-10
upper-n80,103,1.1573668425236088,4.72583749910882e-10,1.074362820929764e-09,0.2937496267328519,2.853212111020298e-10
upper-n80,104,1.105670316995871,5.039773043336027e-10,1.0984122500445892e-09,0.29844159472303816,1.952809025596025e-10
upper-n80,105,1.0552526510410714,5.158127258653167e-10,1.0201376410279295e-09,0.3043091680095168,4.8031023602845835e-11
upper-n80,106,1.006321795197692,5.142477554898051e-10,8.31821500568708e-10,0.31150147817205415,1.4367973477646956e-10
upper-n80,107,0.9590768244108153,5.118945267668096e-10,5.5309223867539e-10,0.32017277196944494,3.51809248400059e-10
upper-n80,108,0.913696527713713,5.2234838676668e-10,2.2975110702816437e-10,0.33047833441430763,5.408784531368838e-10
upper-n80,109,0.8703293834070523,5.541598291358696e-10,7.923972589196637e-11,0.34257023449195856,6.808231756139094e-10
upper-n80,110,0.8290865358534741,6.071934066653739e-10,3.208087129280557e-10,0.3565931947696325,7.5877681915415e-10
upper-n80,111,0.7900387249677532,6.744818037418554e-10,4.610312132058425e-10,0.3726806944240414,7.808582669355246e-10
upper-n80,112,0.7532172221761754,7.471547824877689e-10,4.885059023962413e-10,0.39095118005422475,7.65199348329304e-10
upper-n80,113,0.7186180414977777,8.192855283084555e-10,4.080402682404838e-10,0.41150406984378446,7.310103633528797e-10
upper-n80,114,0.6862082603210748,8.897247383288232e-10,2.31324959187873e-10,0.4344151503633725,6.901881288712275e-10
upper-n80,115,0.6559332414982587,9.612577400730515e-10,3.049216434902746e-11,0.4597309872534563,6.448849232398857e-10
upper-n80,116,0.6277237807044487,1.0381762116651316e-09,3.7056879786945274e-10,0.4874620726913018,5.894200683087547e-10
upper-n80,117,0.6015025456106932,1.124272674957183e-09,7.872953400323013e-10,0.5175745789950252,6.08999739526439e-10
upper-n80,118,0.5771894966604036,1.2216352374139205e-09,1.2838536900261488e-09,0.5499807566893465,6.677473018967817e-10
upper-n80,119,0.5547062180114286,1.3300707202290596e-09,1.8675704316351016e-09,0.5845282022265094,7.308629257352095e-10
upper-n80,120,0.5339792296232942,1.4471099873958337e-09,2.5483276600013482e-09,0.6209884338658234,7.965137438503689e-10
upper-n80,121,0.5149424144647351,1.5682060094945882e-09,3.3373815933046558e-09,0.6590454675410587,8.618696867301878e-10
upper-n80,122,0.49753870398681566,1.6869932117913322e-09,4.245049978202076e-09,0.6982853874917593,9.232820064042357e-10
upper-n80,123,0.4817211435087952,2.074638683069452e-09,5.279149006831574e-09,0.7381882552715591,9.759126839981036e-10
upper-n80,124,0.4674534238649136,2.4686486188585377e-09,6.442681388385552e-09,0.7781240685633843,1.2730244636216526e-09
upper-n80,125,0.4547099274248174,2.8087498993301097e-09,7.732559037521014e-09,0.8173548081842449,1.7227429482957746e-09
upper-n80,126,0.44347530246742617,3.053611807857237e-09,9.138777401496156e-09,0.8550447965817738,2.1902248903415966e-09
upper-n80,127,0.43374355591829916,3.1609448392089234e-09,1.0645179848722819e-08,0.89028148783222,2.6506886685595532e-09
upper-n80,128,0.42551664822682655,3.0942495232721967e-09,1.2235344071243048e-08,0.9221082352677391,3.075330323731862e-09
upper-n80,129,0.4188025954638543,2.8291038400851676e-09,1.390847592652733e-08,0.9495693572270434,3.4363270007276014e-09
upper-n80,130,0.4136131416182912,2.3585371433654245e-09,1.573505725716018e-08,0.9717658508981026,3.72327391140459e-09
upper-n80,131,0.40996115920063125,1.6922234724603413e-09,1.8091669717890113e-08,0.9879175248913484,4.0037573256768155e-09
upper-n80,132,0.4087172016500107,2.527333897717199e-11,3.748653609747521e-10,0.9935224336548553,7.725309281170212e-11
upper-n80,133,0.4072951099458641,2.5779378631796135e-13,2.528310893978869e-12,0.9999954234870877,3.9862557699166246e-12
